,Unnamed: 0,mixer0.state_emptying_tank_B201.active,mixer0.state_emptying_tank_B202.active,mixer0.state_emptying_tank_B203.active,mixer0.state_emptying_tank_B204.active,mixer0.state_filling_tank_B201.active,mixer0.state_filling_tank_B202.active,mixer0.state_filling_tank_B203.active,mixer0.state_initialStep.active,mixer0.tank_B201.level,mixer0.tank_B202.level,mixer0.tank_B203.level,mixer0.tank_B204.level,mixer0.sensor_continuous_pressure_tank_B201.p,mixer0.sensor_continuous_pressure_tank_B202.p,mixer0.sensor_continuous_pressure_tank_B203.p,mixer0.sensor_continuous_pressure_tank_B204.p,mixer0.sensor_continuous_volumeFlowRate.V_flow,mixer0.sensor_continuous_volumeFlowRate.port_a.m_flow,mixer0.sensor_continuous_volumeFlowRate.port_b.m_flow,mixer0.pump_P101.N_in,mixer0.pump_n_in,mixer0.sensor_discrete_tank_B201_high.showActive,mixer0.sensor_discrete_tank_B201_low.showActive,mixer0.sensor_discrete_tank_B201_medium.showActive,mixer0.sensor_discrete_tank_B202_high.showActive,mixer0.sensor_discrete_tank_B202_low.showActive,mixer0.sensor_discrete_tank_B202_medium.showActive,mixer0.sensor_discrete_tank_B203_high.showActive,mixer0.sensor_discrete_tank_B203_low.showActive,mixer0.sensor_discrete_tank_B203_medium.showActive,mixer0.sensor_discrete_tank_B204_high.showActive,mixer0.sensor_discrete_tank_B204_low.showActive,mixer0.sensor_discrete_tank_B204_medium.showActive,mixer0.clogging_valve.opening,mixer0.leaking_valve.opening,mixer0.valve_in0.opening,mixer0.valve_in1.opening,mixer0.valve_in2.opening,mixer0.valve_out.opening,mixer0.valve_pump_tank_B201.opening,mixer0.valve_pump_tank_B202.opening,mixer0.valve_pump_tank_B203.opening,mixer0.valve_pump_tank_B204.opening
0,0,0,0,0,0,1,0,0,0,0.015,0.025,0.035,0.01,100137.0460688609,100234.9361180473,100332.8261672336,100088.1010442677,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0.015,0.025,0.035,0.01,100137.0460667859,100234.9361159722,100332.8261651586,100088.1010442677,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2,2,0,0,0,0,1,0,0,0,0.015,0.025,0.035,0.01,100137.0460667859,100234.9361159722,100332.8261651586,100088.1010442677,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3,3,0,0,0,0,1,0,0,0,0.0157008951396059,0.025,0.035,0.01,100144.8651774227,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-9.049597602793488e-18,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4,4,0,0,0,0,1,0,0,0,0.0157008951396059,0.025,0.035,0.01,100144.8651774227,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-9.049597602793488e-18,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5,5,0,0,0,0,1,0,0,0,0.0164018003928012,0.025,0.035,0.01,100150.7554259698,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-3.518277156854522e-18,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,6,0,0,0,0,1,0,0,0,0.0164018003928012,0.025,0.035,0.01,100150.7554259698,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-3.518277156854522e-18,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,7,0,0,0,0,1,0,0,0,0.0171027147363807,0.025,0.035,0.01,100157.609859675,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-1.367826107347618e-18,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8,8,0,0,0,0,1,0,0,0,0.0171027147363807,0.025,0.035,0.01,100157.609859675,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-1.367826107347618e-18,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9,9,0,0,0,0,1,0,0,0,0.0178036373739818,0.025,0.035,0.01,100164.4641434501,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-5.31779761698123e-19,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
10,10,0,0,0,0,1,0,0,0,0.0178036373739818,0.025,0.035,0.01,100164.4641434501,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-5.31779761698123e-19,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11,11,0,0,0,0,1,0,0,0,0.018504567599763,0.025,0.035,0.01,100171.3182874398,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-2.0674386379400864e-19,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12,12,0,0,0,0,1,0,0,0,0.018504567599763,0.025,0.035,0.01,100171.3182874398,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-2.0674386379400864e-19,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
13,13,0,0,0,0,1,0,0,0,0.0192055047856716,0.025,0.035,0.01,100178.17230094,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-8.037732039986464e-20,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
14,14,0,0,0,0,1,0,0,0,0.0192055047856716,0.025,0.035,0.01,100178.17230094,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-8.037732039986464e-20,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
15,15,0,0,0,0,1,0,0,0,0.0199064486090255,0.025,0.035,0.01,100185.0262073153,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-3.225796241555542e-20,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
16,16,0,0,0,0,1,0,0,0,0.0199064486090255,0.025,0.035,0.01,100185.0262073153,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-3.225796241555542e-20,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
17,17,0,0,0,0,1,0,0,0,0.0206073983070721,0.025,0.035,0.01,100191.879999524,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-1.2961269997272731e-20,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
18,18,0,0,0,0,1,0,0,0,0.0206073983070721,0.025,0.035,0.01,100191.879999524,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-1.2961269997272731e-20,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19,19,0,0,0,0,1,0,0,0,0.0213083534248459,0.025,0.035,0.01,100198.7336843186,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-5.207662050070012e-21,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20,20,0,0,0,0,1,0,0,0,0.0213083534248459,0.025,0.035,0.01,100198.7336843186,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-5.207662050070012e-21,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
21,21,0,0,0,0,1,0,0,0,0.0220000001022,0.025,0.035,0.01,100205.4962076066,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-2.117267115873333e-21,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,22,0,0,0,0,1,0,0,0,0.0220000001022,0.025,0.035,0.01,100205.4962076066,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-2.117267115873333e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,23,0,0,0,0,1,0,0,0,0.0220093135524944,0.025,0.035,0.01,100205.5872678509,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-2.089386038713314e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
24,24,0,0,0,0,1,0,0,0,0.0220093135524944,0.025,0.035,0.01,100205.5872678509,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-2.089386038713314e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
25,25,0,0,0,0,1,0,0,0,0.0220093135524944,0.025,0.035,0.01,100205.5872678509,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-2.089386038713314e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0.0220093135524944,0.025,0.035,0.01,100205.6602737025,100234.9361180473,100332.8261672336,100088.1010442677,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0.0220093135524944,0.025,0.035,0.01,100205.6602716275,100234.9361159722,100332.8261651586,100088.1010442677,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2,2,0,0,0,0,1,0,0,0,0.0220093135524944,0.025,0.035,0.01,100205.6602716275,100234.9361159722,100332.8261651586,100088.1010442677,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3,3,0,0,0,0,1,0,0,0,0.0227102076390529,0.025,0.035,0.01,100213.0754737294,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-4.902055965623012e-17,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4,4,0,0,0,0,1,0,0,0,0.0227102076390529,0.025,0.035,0.01,100213.0754737294,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-4.902055965623012e-17,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5,5,0,0,0,0,1,0,0,0,0.023411109546919,0.025,0.035,0.01,100219.3680535479,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-1.969376926820875e-17,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,6,0,0,0,0,1,0,0,0,0.023411109546919,0.025,0.035,0.01,100219.3680535479,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-1.969376926820875e-17,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,7,0,0,0,0,1,0,0,0,0.024112018646647,0.025,0.035,0.01,100226.2218672285,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-7.911932782352097e-18,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8,8,0,0,0,0,1,0,0,0,0.024112018646647,0.025,0.035,0.01,100226.2218672285,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-7.911932782352097e-18,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9,9,0,0,0,0,1,0,0,0,0.0248129344472727,0.025,0.035,0.01,100233.0755435106,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-3.1779573867380047e-18,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
10,10,0,0,0,0,1,0,0,0,0.0248129344472727,0.025,0.035,0.01,100233.0755435106,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-3.1779573867380047e-18,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11,11,0,0,0,0,1,0,0,0,0.0255138565464658,0.025,0.035,0.01,100239.9291359229,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-1.284500302693004e-18,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12,12,0,0,0,0,1,0,0,0,0.0255138565464658,0.025,0.035,0.01,100239.9291359229,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-1.284500302693004e-18,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
13,13,0,0,0,0,1,0,0,0,0.026214784486177,0.025,0.035,0.01,100246.7826461625,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-5.191834299803074e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
14,14,0,0,0,0,1,0,0,0,0.026214784486177,0.025,0.035,0.01,100246.7826461625,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-5.191834299803074e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
15,15,0,0,0,0,1,0,0,0,0.026915717893726,0.025,0.035,0.01,100253.636078434,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-2.0984156233176522e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
16,16,0,0,0,0,1,0,0,0,0.026915717893726,0.025,0.035,0.01,100253.636078434,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-2.0984156233176522e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
17,17,0,0,0,0,1,0,0,0,0.0276166564271131,0.025,0.035,0.01,100260.48943667,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-8.481555011498727e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
18,18,0,0,0,0,1,0,0,0,0.0276166564271131,0.025,0.035,0.01,100260.48943667,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-8.481555011498727e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19,19,0,0,0,0,1,0,0,0,0.0283175997724486,0.025,0.035,0.01,100267.3427245566,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-3.428183061799013e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20,20,0,0,0,0,1,0,0,0,0.0283175997724486,0.025,0.035,0.01,100267.3427245566,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-3.428183061799013e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
21,21,0,0,0,0,1,0,0,0,0.0290185476411121,0.025,0.035,0.01,100274.1959455508,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-1.385641832267215e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,22,0,0,0,0,1,0,0,0,0.0290185476411121,0.025,0.035,0.01,100274.1959455508,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-1.385641832267215e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,23,0,0,0,0,1,0,0,0,0.0290185476411121,0.025,0.035,0.01,100274.1959455508,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,-1.385641832267215e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0.0290185476411121,0.025,0.035,0.01,100274.2737006719,100234.9361180473,100332.8261672336,100088.1010442677,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0.0290185476411121,0.025,0.035,0.01,100274.2736985969,100234.9361159722,100332.8261651586,100088.1010442677,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2,2,0,0,0,0,1,0,0,0,0.0290185476411121,0.025,0.035,0.01,100274.2736985969,100234.9361159722,100332.8261651586,100088.1010442677,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3,3,0,0,0,0,1,0,0,0,0.0297194408132963,0.025,0.035,0.01,100281.4949294056,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,1.5676643180537993e-18,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4,4,0,0,0,0,1,0,0,0,0.0297194408132963,0.025,0.035,0.01,100281.4949294056,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,1.5676643180537993e-18,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5,5,0,0,0,0,1,0,0,0,0.0304203404335741,0.025,0.035,0.01,100287.9805485231,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,6.336282936916809e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,6,0,0,0,0,1,0,0,0,0.0304203404335741,0.025,0.035,0.01,100287.9805485231,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,6.336282936916809e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,7,0,0,0,0,1,0,0,0,0.0311212460179163,0.025,0.035,0.01,100294.8338782837,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,2.561088849535515e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8,8,0,0,0,0,1,0,0,0,0.0311212460179163,0.025,0.035,0.01,100294.8338782837,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,2.561088849535515e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9,9,0,0,0,0,1,0,0,0,0.0318221572322245,0.025,0.035,0.01,100301.6871465768,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,1.035166923137699e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
10,10,0,0,0,0,1,0,0,0,0.0318221572322245,0.025,0.035,0.01,100301.6871465768,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,1.035166923137699e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11,11,0,0,0,0,1,0,0,0,0.0325230737670541,0.025,0.035,0.01,100308.5403561765,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,4.18407476618737e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12,12,0,0,0,0,1,0,0,0,0.0325230737670541,0.025,0.035,0.01,100308.5403561765,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,4.18407476618737e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
13,13,0,0,0,0,1,0,0,0,0.0330000001033,0.025,0.035,0.01,100313.2034412412,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,2.2559954234820766e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
14,14,0,0,0,0,0,1,0,0,0.0330000001033,0.025,0.035,0.01,100313.2034412412,100234.9361159733,100332.8261651597,100088.1010442677,0.0,0.0,0.0,2.2559954234820766e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
15,15,0,0,0,0,0,1,0,0,0.0330000001033,0.025223984891865,0.035,0.01,100313.2034412412,100237.1749698555,100332.8261651597,100088.1010442677,0.0,0.0,0.0,1.665864871832028e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
16,16,0,0,0,0,0,1,0,0,0.0330000001033,0.025223984891865,0.035,0.01,100313.2034412412,100237.1749698555,100332.8261651597,100088.1010442677,0.0,0.0,0.0,1.665864871832028e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
17,17,0,0,0,0,0,1,0,0,0.0330000001033,0.025924880932187,0.035,0.01,100313.2034412412,100244.7766368342,100332.8261651597,100088.1010442677,0.0,0.0,0.0,6.692656417305658e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,18,0,0,0,0,0,1,0,0,0.0330000001033,0.025924880932187,0.035,0.01,100313.2034412412,100244.7766368342,100332.8261651597,100088.1010442677,0.0,0.0,0.0,6.692656417305658e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
19,19,0,0,0,0,0,1,0,0,0.0330000001033,0.026625783938225,0.035,0.01,100313.2034412412,100250.8336411112,100332.8261651597,100088.1010442677,0.0,0.0,0.0,2.705098297732154e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20,20,0,0,0,0,0,1,0,0,0.0330000001033,0.026625783938225,0.035,0.01,100313.2034412412,100250.8336411112,100332.8261651597,100088.1010442677,0.0,0.0,0.0,2.705098297732154e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
21,21,0,0,0,0,0,1,0,0,0.0330000001033,0.027326693416998,0.035,0.01,100313.2034412412,100257.6872243124,100332.8261651597,100088.1010442677,0.0,0.0,0.0,1.093599244063757e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,22,0,0,0,0,0,1,0,0,0.0330000001033,0.027326693416998,0.035,0.01,100313.2034412412,100257.6872243124,100332.8261651597,100088.1010442677,0.0,0.0,0.0,1.093599244063757e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,23,0,0,0,0,0,1,0,0,0.0330000001033,0.0280276089671352,0.035,0.01,100313.2034412412,100264.5406853106,100332.8261651597,100088.1010442677,0.0,0.0,0.0,4.14191135788512e-22,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24,24,0,0,0,0,0,1,0,0,0.0330000001033,0.0280276089671352,0.035,0.01,100313.2034412412,100264.5406853106,100332.8261651597,100088.1010442677,0.0,0.0,0.0,4.14191135788512e-22,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25,25,0,0,0,0,0,1,0,0,0.0330000001033,0.0280276089671352,0.035,0.01,100313.2034412412,100264.5406853106,100332.8261651597,100088.1010442677,0.0,0.0,0.0,4.14191135788512e-22,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0.0330000001033,0.0280276089671352,0.035,0.01,100313.2481584076,100264.5733971183,100332.8261672336,100088.1010442677,0.0,0.0,-0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0.0330000001033,0.0280276089671352,0.035,0.01,100313.2481563325,100264.5733950432,100332.8261651586,100088.1010442677,0.0,0.0,-0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2,2,0,0,0,0,0,1,0,0,0.0330000001033,0.0280276089671352,0.035,0.01,100313.2481563325,100264.5733950432,100332.8261651586,100088.1010442677,0.0,0.0,-0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3,3,0,0,0,0,0,1,0,0,0.0330000001033,0.028728502246991,0.035,0.01,100313.2481563336,100271.8153317379,100332.8261651597,100088.1010442677,0.0,0.0,-0.0,1.567672907326198e-18,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4,4,0,0,0,0,0,1,0,0,0.0330000001033,0.028728502246991,0.035,0.01,100313.2481563336,100271.8153317379,100332.8261651597,100088.1010442677,0.0,0.0,-0.0,1.567672907326198e-18,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5,5,0,0,0,0,0,1,0,0,0.0330000001033,0.0294294021446235,0.035,0.01,100313.2481563336,100278.2803606524,100332.8261651597,100088.1010442677,0.0,0.0,-0.0,6.336394609028136e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6,6,0,0,0,0,0,1,0,0,0.0330000001033,0.0294294021446235,0.035,0.01,100313.2481563336,100278.2803606524,100332.8261651597,100088.1010442677,0.0,0.0,-0.0,6.336394609028136e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7,7,0,0,0,0,0,1,0,0,0.0330000001033,0.0301303081533754,0.035,0.01,100313.2481563336,100285.1337429735,100332.8261651597,100088.1010442677,0.0,0.0,-0.0,2.5610987351107933e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8,8,0,0,0,0,0,1,0,0,0.0330000001033,0.0301303081533754,0.035,0.01,100313.2481563336,100285.1337429735,100332.8261651597,100088.1010442677,0.0,0.0,-0.0,2.5610987351107933e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9,9,0,0,0,0,0,1,0,0,0.0330000001033,0.0308312199220207,0.035,0.01,100313.2481563336,100291.9870605444,100332.8261651597,100088.1010442677,0.0,0.0,-0.0,1.035149186424791e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10,10,0,0,0,0,0,1,0,0,0.0330000001033,0.0308312199220207,0.035,0.01,100313.2481563336,100291.9870605444,100332.8261651597,100088.1010442677,0.0,0.0,-0.0,1.035149186424791e-19,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11,11,0,0,0,0,0,1,0,0,0.0330000001033,0.0315321371257696,0.035,0.01,100313.2481563336,100298.8403163667,100332.8261651597,100088.1010442677,0.0,0.0,-0.0,4.183976784588311e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12,12,0,0,0,0,0,1,0,0,0.0330000001033,0.0315321371257696,0.035,0.01,100313.2481563336,100298.8403163667,100332.8261651597,100088.1010442677,0.0,0.0,-0.0,4.183976784588311e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
13,13,0,0,0,0,0,1,0,0,0.0330000001033,0.0322330594638246,0.035,0.01,100313.2481563336,100305.6935131307,100332.8261651597,100088.1010442677,0.0,0.0,-0.0,1.691093805778173e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14,14,0,0,0,0,0,1,0,0,0.0330000001033,0.0322330594638246,0.035,0.01,100313.2481563336,100305.6935131307,100332.8261651597,100088.1010442677,0.0,0.0,-0.0,1.691093805778173e-20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
